Nome do Estado;Sigla do Estado;População Total do Estado em 2010;População Urbana do Estado em 2010;População Rural do Estado em 2010;Produto;Quantidade Estabelecimentos com 50 pés e mais existentes;Quantidade de Estabelecimentos com 50 pés e mais existentes não ligados à Agricultura Familiar;Quantidade de Estabelecimentos com 50 pés e mais existentes ligados à Agricultura Familiar;Quantidade Produzida em estabelecimentos com 50 pés e mais existentes (t);Quantidade Produzida em estabelecimentos com 50 pés e mais existentes não ligada à Agricultura Familiar (t);Quantidade Produzida em estabelecimentos com 50 pés e mais existentes ligada à Agricultura Familiar (t);Quantidade Vendida em estabelecimentos com 50 pés e mais existentes (t);Quantidade Vendida em estabelecimentos com 50 pés e mais existentes não ligada à Agricultura Familiar (t);Quantidade Vendida em estabelecimentos com 50 pés e mais existentes ligada à Agricultura Familiar (t);Valor da Produção Total das lavouras permanentes com 50 pés e mais (em mil R$);Valor da Produção Total das lavouras permanentes com 50 pés e mais não ligada à Agricultura Familiar (em mil R$);Valor da Produção Total das lavouras permanentes com 50 pés e mais ligada à Agricultura Familiar (em mil R$);Valor da Venda Total nas lavouras permanentes com 50 pés e mais (em mil R$);Valor da Venda Total nas lavouras permanentes com 50 pés e mais não ligada à Agricultura Familiar (em mil R$);Valor da Venda Total nas lavouras permanentes com 50 pés e mais ligada à Agricultura Familiar (em mil R$);Quantidade de pés colhidos nos estabelecimentos com 50 pés e mais;Quantidade de pés colhidos nos estabelecimentos com 50 pés e mais não ligada à Agricultura Familiar;Quantidade de pés colhidos nos estabelecimentos com 50 pés e mais ligada à Agricultura Familiar;Área colhida com 50 pés e mais (ha);Área colhida com 50 pés e mais não ligada à Agricultura Familiar (ha);Área colhida com 50 pés e mais ligada à Agricultura Familiar (ha);Área total existente na data de referência nas lavouras permanentes com 50 pés e mais (ha);Área total existente na data de referência nas lavouras permanentes com 50 pés e mais não ligada à Agricultura Familiar (ha);Área total existente na data de referência nas lavouras permanentes com 50 pés e mais ligada à Agricultura Familiar (ha);Quantidade de pés nos estabelecimentos com 50 pés e mais;Quantidades de pés nos estabelecimentos com 50 pés e mais não ligada à Agricultura Familiar;Quantidade de pés nos estabelecimentos com 50 pés e mais ligada à Agricultura Familiar;Quantidade de Estabelecimentos com menos de 50 pés;Quantidade de Estabelecimentos com menos de 50 pés não ligada à Agricultura Familiar;Quantidade de Estabelecimentos com menos de 50 pés ligada à Agricultura Familiar;Quantidade de pés nos estabelecimentos com menos de 50 pés;Quantidade de pés nos estabelecimentos com menos de 50 pés não ligada à Agricultura Familiar;Quantidade de pés nos estabelecimentos com menos de 50 pés ligada à Agricultura Familiar;Valor da Venda Total nos estabelecimentos com menos de 50 pés (em mil R$);Valor da Venda Total nos estabelecimentos com menos de 50 pés não ligada à Agricultura Familiar (em mil R$);Valor da Venda Total nos estabelecimentos com menos de 50 pés ligada à Agricultura Familiar (em mil R$);Quantidade Vendida em 2018 (t);Valor Comercialiazado em 2018 (em mil R$);Preço Médio Praticado em 2018 (R$);Quantidade Vendida em 2019 (t);Valor Comercializado em 2019 (em mil R$);Preço Médio Praticado em 2019 (R$);Quantidade Vendida em 2020 (t);Valor Comercializado em 2020 (em mil R$);Preço Médio Praticado em 2020 (R$);Quantidade Vendida em 2021 (t);Valor Comercializado em 2021 (em mil R$);Preço Médio Praticado em 2021 (R$);Quantidade Vendida em 2022 (t);Valor Comercializado em 2022 (em mil R$);Preço Médio Praticado em 2022 (R$)
Roraima;RR;450479;344859;105620;kiwi;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rio Grande do Sul;RS;10693929;9100291;1593638;Abacate;127;22;105;217;52;165;144;41;103;416;83;333;254;67;187;8;1;7;37;10;27;90;21;69;19;3;16;45746;5929;39817;20;4;17;201;18;184;2623,51;7060,09;2,69;4109,58;15099,9;3,67;4487,07;18351,0;4,09;4490,62;23102,71;5,14;4696158;25229,57;0,01
Rio Grande do Sul;RS;10693929;9100291;1593638;Acerola;4;3;1;7;X;X;1;X;X;10;X;X;1;X;X;0;X;X;1;X;X;1;X;X;0;X;X;6087;1072;5015;1;0;1;1;0;1;0,96;17,86;18,68;0,28;5,0;17,86;0,26;4,69;18,38;0,21;2,2;10,48;100;1,32;0,01
Rio Grande do Sul;RS;10693929;9100291;1593638;Algodão arbóreo;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;28;7;21;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rio Grande do Sul;RS;10693929;9100291;1593638;Ameixa;1199;224;975;21094;7005;14089;20616;6695;13921;31503;10443;21060;30858;10059;20799;1534;520;1014;1623;504;1118;2024;626;1398;1930;644;1286;57765;7467;50298;21;4;17;166;3;162;732,85;3316,78;4,53;1690,11;6971,05;4,12;1341,08;7919,61;5,91;1724,76;9149,05;5,3;2253037;12600,91;0,01
Rio Grande do Sul;RS;10693929;9100291;1593638;Amora (folha);5;1;4;12;X;X;12;X;X;27;X;X;27;X;X;3;X;X;1;X;X;1;X;X;6;X;X;1105;184;921;0;0;0;1;-;1;1,27;47,7;37,62;17,78;301,28;16,95;10,73;319,87;29,82;9,56;342,97;35,89;10481;584,92;0,06
Rio Grande do Sul;RS;10693929;9100291;1593638;Atemoia;10;0;10;10;X;X;9;X;X;37;X;X;35;X;X;2;X;X;5;X;X;6;X;X;2;X;X;194;35;159;0;0;0;1;-;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rio Grande do Sul;RS;10693929;9100291;1593638;Azeitona (oliveira);124;91;33;527;429;98;246;166;80;1469;1233;236;947;748;200;120;105;15;411;360;51;2200;2038;162;742;688;53;157;51;106;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rio Grande do Sul;RS;10693929;9100291;1593638;Açaí (fruto);10;2;8;6;X;X;4;X;X;28;X;X;10;X;X;2;X;X;6;X;X;21;X;X;30;X;X;78;11;67;0;0;0;1;-;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rio Grande do Sul;RS;10693929;9100291;1593638;Banana;3346;297;3049;87337;6178;81159;81170;5765;75405;90549;6083;84466;81761;5573;76187;8357;619;7738;10077;793;9285;10842;1034;9808;11014;979;10034;58656;7007;51649;66;10;56;91;6;85;34034,65;51210,88;1,5;46189,7;91912,97;1,99;45475,3;115320,64;2,54;44356,28;114454,32;2,58;40611040;160288,8;0,0
Rio Grande do Sul;RS;10693929;9100291;1593638;Cacau (amêndoa);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;11;1;10;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rio Grande do Sul;RS;10693929;9100291;1593638;Café arábica em grão (verde);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;94;19;75;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rio Grande do Sul;RS;10693929;9100291;1593638;Café canephora (robusta, conilon) em grão (verde);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;37;8;29;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rio Grande do Sul;RS;10693929;9100291;1593638;Caju (castanha);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;58;11;47;0;0;0;1;-;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rio Grande do Sul;RS;10693929;9100291;1593638;Caju (fruto);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;27;4;23;0;-;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rio Grande do Sul;RS;10693929;9100291;1593638;Caqui;1450;251;1199;31867;10980;20887;29927;10271;19655;30499;10231;20269;28631;9494;19137;1687;600;1087;2148;667;1481;2432;729;1704;1820;607;1213;59759;8025;51734;30;6;25;98;13;84;3049,86;8416,02;2,76;2990,28;8757,0;2,93;3669,92;10441,26;2,85;4341,54;14548,91;3,35;2976913;15102,42;0,01
Rio Grande do Sul;RS;10693929;9100291;1593638;Carambola;5;2;3;3;X;X;3;X;X;6;X;X;6;X;X;0;X;X;1;X;X;1;X;X;0;X;X;3014;521;2493;1;0;0;13;3;10;12,89;109,71;8,51;17,39;119,0;6,84;20,04;167,97;8,38;14,01;134,24;9,58;9365;112,0;0,01
Rio Grande do Sul;RS;10693929;9100291;1593638;Figo;744;121;623;2467;343;2124;2169;315;1853;6099;897;5202;5239;796;4443;528;71;457;610;83;527;720;109;611;626;92;534;60558;7907;52651;43;7;36;266;20;247;113,28;591,52;5,22;162,93;1120,8;6,88;136,02;767,78;5,64;117,78;1118,13;9,49;111933;1078,26;0,01
Rio Grande do Sul;RS;10693929;9100291;1593638;Goiaba;300;38;262;1881;231;1651;1777;204;1574;2371;420;1951;2182;368;1814;88;10;79;184;21;164;237;32;205;107;14;92;50955;6888;44067;24;5;19;31;2;29;414,92;1419,29;3,42;446,19;1502,65;3,37;413,19;1958,6;4,74;423,45;2849,7;6,73;390698;2789,37;0,01
Rio Grande do Sul;RS;10693929;9100291;1593638;Graviola;1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;633;124;509;0;0;0;1;-;1;2,0;15,79;7,91;1,65;13,17;7,96;0,17;1,77;10,53;0,35;4,07;11,63;567;7,36;0,01
Rio Grande do Sul;RS;10693929;9100291;1593638;Jabuticaba;27;7;20;68;34;34;61;32;29;151;46;105;132;42;91;3;1;2;17;8;9;21;9;12;5;1;4;23959;3382;20577;8;2;6;39;9;30;6,64;119,27;17,96;6,53;114,93;17,6;17,36;242,53;13,97;5,93;108,9;18,36;4353;95,36;0,02
Rio Grande do Sul;RS;10693929;9100291;1593638;Jaca;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;265;48;217;0;0;0;-;-;-;0,3;1,46;4,8;0,81;2,03;2,5;0,43;2,23;5,17;0,53;1,63;3,07;489;1,82;0,0
Rio Grande do Sul;RS;10693929;9100291;1593638;Jambo;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;73;16;57;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rio Grande do Sul;RS;10693929;9100291;1593638;Laranja;7997;1002;6995;185293;42414;142879;180485;41469;139017;102394;35432;66962;98807;34611;64197;5555;1238;4317;11907;2760;9147;14334;3556;10777;6479;1473;5005;124858;16961;107897;220;40;180;679;47;632;26098,84;36508,39;1,4;39611,32;66658,19;1,68;40775,26;79474,38;1,95;38145,67;85946,91;2,25;40360439;115978,26;0,0
Rio Grande do Sul;RS;10693929;9100291;1593638;Lichia;4;2;2;0;X;X;0;X;X;5;X;X;4;X;X;0;X;X;0;X;X;1;X;X;0;X;X;354;88;266;0;0;0;1;-;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rio Grande do Sul;RS;10693929;9100291;1593638;Lima;32;2;30;166;X;X;166;X;X;250;X;X;250;X;X;7;X;X;17;X;X;19;X;X;12;X;X;16248;2413;13835;6;1;5;35;2;33;29,0;102,47;3,53;27,35;113,35;4,14;67,36;301,09;4,47;57,25;271,97;4,75;43572;252,11;0,01
Rio Grande do Sul;RS;10693929;9100291;1593638;Limão;739;121;618;6554;921;5633;6377;895;5482;7294;1258;6036;7131;1238;5893;241;32;209;619;100;519;822;148;674;315;50;266;96353;13249;83104;45;10;35;124;16;108;5110,99;8966,74;1,75;8420,39;22829,25;2,71;8873,24;24891,57;2,81;9101,71;24638,5;2,71;9285693;33710,61;0,0
Rio Grande do Sul;RS;10693929;9100291;1593638;Louro (folha);9;1;8;124;X;X;105;X;X;69;X;X;54;X;X;60;X;X;78;X;X;96;X;X;69;X;X;2008;360;1648;1;0;0;0;0;0;0,47;1,39;2,97;0,03;0,1;3,33;X;X;X;0,05;0,17;3,7;138;0,74;0,01
Rio Grande do Sul;RS;10693929;9100291;1593638;Mamão;10;2;8;3;X;X;2;X;X;5;X;X;3;X;X;1;X;X;1;X;X;14;X;X;7;X;X;19104;2229;16875;6;1;5;6;1;5;17439,55;57550,95;3,3;28791,2;101322,99;3,52;30651,82;103973,36;3,39;26450,7;109336,36;4,13;24384133;169254,44;0,01
Rio Grande do Sul;RS;10693929;9100291;1593638;Manga;16;5;11;142;102;39;135;100;34;208;153;54;198;151;47;5;4;1;26;21;5;43;23;20;14;8;6;15400;2169;13231;3;1;2;3;-;3;7523,68;18973,96;2,52;11247,81;34343,54;3,05;12148,67;35464,37;2,92;12498,9;43026,2;3,44;13194204;52315,68;0,0
Rio Grande do Sul;RS;10693929;9100291;1593638;Maracujá;192;17;175;5170;825;4345;4957;788;4169;6796;1732;5065;6527;1698;4829;318;58;260;283;41;242;301;44;257;312;58;254;8800;1382;7418;2;1;2;71;2;69;912,52;3103,18;3,4;1543,61;7721,34;5;1538,97;8343,13;5,42;1840,87;9977,76;5,42;1981667;13379,77;0,01
Rio Grande do Sul;RS;10693929;9100291;1593638;Maçã;770;315;455;539559;492578;46980;529284;485915;43369;627169;579172;47997;615127;571657;43470;36724;33268;3455;15536;13789;1746;16409;14480;1929;38176;34614;3562;7268;1113;6155;3;1;2;8;3;6;13262,13;42611,28;3,21;20394,03;74666,55;3,66;18523,22;106548,53;5,75;19154,57;80571,42;4,21;20263836;124500,4;0,01
Rio Grande do Sul;RS;10693929;9100291;1593638;Nectarina;65;10;55;605;173;432;602;171;431;857;192;665;850;187;663;40;9;31;52;10;42;60;11;49;46;9;36;2677;440;2237;1;0;1;26;4;23;216,74;1682,15;7,76;414,86;3817,61;9,2;283,45;1779,29;6,28;249,47;1762,31;7,06;227710;2075,71;0,01
Rio Grande do Sul;RS;10693929;9100291;1593638;Noz (europeia, pecã);924;270;654;1392;944;448;1243;921;323;20644;14459;6185;17952;14248;3704;221;139;82;1813;1204;609;5166;3398;1768;622;414;208;13859;2247;11612;12;3;10;647;80;567;0,2;3,08;15;1,33;22,98;17,27;0,24;3,77;15,75;8,32;147,72;17,75;1243;23,42;0,02
Rio Grande do Sul;RS;10693929;9100291;1593638;Nêspera;9;1;8;12;X;X;12;X;X;49;X;X;48;X;X;1;X;X;2;X;X;4;X;X;1;X;X;4960;713;4247;2;0;2;17;2;15;1,76;22,61;12,81;6,16;102,86;16,71;8,16;173,29;21,23;5,31;146,91;27,65;12103;418,73;0,03
Rio Grande do Sul;RS;10693929;9100291;1593638;Palmito;26;4;22;38;0;38;38;-;38;55;0;55;53;-;53;9;0;9;10;0;10;61;3;58;71;11;60;221;19;202;0;0;0;0;0;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rio Grande do Sul;RS;10693929;9100291;1593638;Pera;206;58;148;7401;4362;3039;6529;3595;2934;10997;6719;4278;9319;5263;4056;286;144;142;314;153;161;407;181;225;378;166;212;51032;6700;44332;15;4;11;26;14;13;2433,97;10740,27;4,41;3437,08;16824,06;4,89;3412,98;17666,62;5,18;3557,28;20597,58;5,79;4039775;24201,9;0,01
Rio Grande do Sul;RS;10693929;9100291;1593638;Pimenta-do-reino;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;297;41;256;0;0;0;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rio Grande do Sul;RS;10693929;9100291;1593638;Pitaia;53;14;39;41;14;27;32;10;22;388;108;281;311;64;247;11;3;8;18;3;15;60;16;44;43;14;29;597;102;495;1;0;0;0;-;0;X;X;X;X;X;X;155,92;1181,42;7,58;238,34;2237,84;9,39;213378;2582,45;0,01
Rio Grande do Sul;RS;10693929;9100291;1593638;Pitanga;52;13;39;6;2;5;1;1;0;15;9;7;10;7;2;2;1;1;6;1;5;28;4;24;8;2;6;29123;3996;25127;15;3;11;1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rio Grande do Sul;RS;10693929;9100291;1593638;Pupunha (cacho frutos);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;32;3;29;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rio Grande do Sul;RS;10693929;9100291;1593638;Pêssego;3117;400;2717;104432;26372;78060;102757;25451;77306;108136;26840;81296;106227;25852;80375;6516;1686;4830;8436;2018;6418;9621;2275;7345;7479;1927;5552;95940;12303;83637;74;13;61;318;85;233;1271,76;5652,19;4,44;3286,91;13661,68;4,16;3551,03;18228,35;5,13;4040,99;18237,62;4,51;3779009;19818,99;0,01
Rio Grande do Sul;RS;10693929;9100291;1593638;Romã;10;2;8;0;X;X;0;X;X;1;X;X;1;X;X;0;X;X;0;X;X;5;X;X;3;X;X;8180;1354;6826;2;1;2;1;0;1;1,83;32,98;18,04;11,96;214,08;17,9;9,95;179,15;18,01;10,66;230,18;21,6;10372;227,15;0,02
Rio Grande do Sul;RS;10693929;9100291;1593638;Tangerina, bergamota, mexerica;3927;536;3391;90852;23837;67014;88728;23370;65358;68722;18631;50091;66819;18143;48676;3765;875;2890;8246;1837;6409;9904;2466;7438;4523;1154;3369;119907;16208;103699;164;30;134;365;37;328;12967,91;17218,39;1,33;18328,1;25806,09;1,41;14117,27;30806,29;2,18;16484,44;35327,95;2,14;17960733;54405,91;0,0
Rio Grande do Sul;RS;10693929;9100291;1593638;Urucum (semente);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;170;22;148;0;0;0;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Rio Grande do Sul;RS;10693929;9100291;1593638;Uva (mesa);2023;302;1721;30504;4974;25530;29291;4691;24601;59158;12165;46994;56047;11268;44779;4370;1017;3353;2367;429;1939;2673;512;2161;4695;1008;3686;35251;4491;30760;26;5;21;67;2;65;3316,88;13822,55;4,17;4397,69;20654,7;4,7;4618,71;23664,62;5,12;4675,56;26162,96;5,6;4801490;34585,96;0,01
Rio Grande do Sul;RS;10693929;9100291;1593638;kiwi;205;42;163;2852;585;2267;2775;568;2207;4355;970;3385;4220;924;3296;139;34;105;237;59;178;258;69;189;155;41;115;2489;486;2003;3;1;2;24;3;20;457,14;3686,8;8,06;780,38;6562,08;8,41;690,98;6645,84;9,62;806,33;8103,58;10,05;777740;8449,81;0,01
Santa Catarina;SC;6248436;5247913;1000523;Abacate;15;2;13;67;X;X;52;X;X;108;X;X;76;X;X;4;X;X;12;X;X;15;X;X;5;X;X;10294;1525;8769;4;1;3;16;0;16;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Abacate;15;2;13;67;X;X;52;X;X;108;X;X;76;X;X;4;X;X;12;X;X;15;X;X;5;X;X;10294;1525;8769;4;1;3;16;0;16;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Acerola;3;2;1;9;X;X;7;X;X;14;X;X;12;X;X;1;X;X;5;X;X;5;X;X;1;X;X;2080;464;1616;1;0;0;1;-;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Algodão arbóreo;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;5;1;4;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Ameixa;442;95;347;8163;3790;4373;8083;3748;4335;12034;5763;6271;11861;5657;6204;606;263;343;729;305;425;912;346;567;770;303;467;12097;1850;10247;5;1;4;52;5;47;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Amora (folha);1;1;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;164;24;140;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Atemoia;2;0;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;22;7;15;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Azeitona (oliveira);16;11;5;80;80;-;-;-;-;396;396;-;-;-;-;7;7;-;8;8;-;18;16;2;12;11;1;22;6;16;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Açaí (fruto);6;1;5;49;X;X;37;X;X;81;X;X;57;X;X;13;X;X;28;X;X;32;X;X;53;X;X;45;17;28;0;0;0;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Banana;4167;650;3517;567977;162871;405105;539040;149816;389224;364487;106346;258141;336197;93203;242994;30817;7591;23225;22430;5689;16740;25282;6257;19025;38305;9366;28938;15705;2351;13354;28;6;23;54;3;51;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Cacau (amêndoa);0;-;0;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;X;-;X;7;-;7;0;-;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Café arábica em grão (verde);26;4;22;4;1;3;1;0;0;12;3;9;3;2;1;6;0;6;7;1;6;8;1;7;7;0;6;202;35;167;1;0;0;1;-;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Café canephora (robusta, conilon) em grão (verde);7;0;7;2;X;X;0;X;X;8;X;X;1;X;X;3;X;X;3;X;X;3;X;X;4;X;X;149;43;106;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Caju (castanha);1;1;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;10;2;8;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Caju (fruto);0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;26;2;24;0;X;X;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Caqui;141;25;116;1238;433;805;995;426;569;1490;402;1088;1054;393;661;57;16;41;101;24;78;156;39;116;97;24;73;10390;1527;8863;4;1;3;30;6;23;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Carambola;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;1310;289;1021;0;0;0;2;-;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Figo;83;18;65;130;31;98;62;6;57;321;44;278;209;13;196;29;5;24;29;5;23;40;7;32;25;7;19;7506;1070;6436;5;1;4;35;5;30;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Goiaba;53;14;39;102;48;55;90;46;45;194;63;131;167;59;108;12;6;6;37;20;16;50;28;23;24;17;7;11084;1821;9263;8;2;6;3;-;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Graviola;2;0;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;400;94;306;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Jabuticaba;38;5;33;142;1;141;66;0;65;299;2;297;209;1;209;9;0;9;19;1;18;34;2;32;13;0;13;14284;2125;12159;8;1;6;21;3;18;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Jaca;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;146;48;98;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Jambo;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;46;10;36;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Laranja;998;191;807;16035;5758;10277;15231;5494;9736;9469;3249;6220;8740;3013;5727;487;142;345;1181;337;844;1516;409;1107;633;172;461;25175;3817;21358;51;9;42;155;17;139;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Lichia;10;2;8;25;X;X;25;X;X;153;X;X;153;X;X;3;X;X;8;X;X;16;X;X;4;X;X;439;111;328;0;0;0;1;1;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Lima;0;0;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;2903;401;2502;1;0;1;5;3;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Limão;74;22;52;210;40;171;190;25;165;364;55;310;334;42;292;14;5;10;35;12;23;66;20;47;21;7;15;20537;3123;17414;14;3;11;85;15;70;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Louro (folha);1;1;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;648;118;530;0;0;0;-;-;-;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Mamão;3;0;3;0;X;X;-;X;X;1;X;X;-;X;X;0;X;X;1;X;X;1;X;X;0;X;X;7073;1016;6057;3;1;2;3;-;3;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Manga;1;0;1;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;2504;368;2136;1;0;1;2;-;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Maracujá;922;86;836;27886;3823;24063;27100;3802;23299;28327;3811;24516;27626;3785;23841;1751;351;1400;1297;178;1118;1515;249;1266;1744;271;1472;2796;510;2286;1;0;1;604;6;598;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Maçã;2104;673;1431;550839;405281;145557;502769;362172;140597;631042;507675;123367;547624;428496;119128;19647;16276;3370;13848;9876;3972;15284;10738;4546;21277;17404;3873;1022;175;847;1;0;1;0;-;0;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
Santa Catarina;SC;6248436;5247913;1000523;Nectarina;149;30;119;2194;800;1394;2117;796;1321;2297;738;1559;2206;734;1472;159;67;92;167;53;114;196;58;138;167;58;109;1507;187;1320;1;0;0;2;-;2;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X
